label,text,llm_check,suspect,style,group,accept
no,"হ্যাঁ, মানে আসলে এখন আর অর্ডারটা কনফার্ম করবেন না",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"জি ভাই, থাক, আপাতত এটা নিচ্ছি না",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"জি আপু, আসলে অর্ডারটা এখন ক্যান্সেল করে দিতে পারেন",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"হুম, না থাক, এখন আর অর্ডারটা কনফার্ম করার দরকার নাই",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"জি না, এটা এখন বাদ দেন, আমার লাগবে না",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"হ্যাঁ, অর্ডারটা ক্যান্সেল করে দিন প্লিজ",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"জি ভাইয়া, আপাতত অর্ডারটা থাক, আমি পরে নিব",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"জি, অর্ডারটা আর কনফার্ম করতে হবে না, ক্যান্সেল করে দিন",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"হ্যাঁ, মানে আসলে এখন আর এটা দরকার নাই, বাদ দিন",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"জি না, আমার এই অর্ডারটা লাগবে না",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
no,"উম, না থাক, অর্ডারটা ক্যান্সেল করে দিন",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
repeat,"ভাই কি বললেন ঠিক বুঝলাম না, নেটওয়ার্কের খুব সমস্যা",repeat,,did not hear because of noise or a bad line,8,
repeat,"আপু আপনার কথা একদমই শোনা যাচ্ছে না, আরেকবার কি বলবেন?",repeat,,did not hear because of noise or a bad line,8,
repeat,"উম, মানে কিছুই শুনতে পাইনি, কাইন্ডলি আরেকবার বলবেন কি?",repeat,,did not hear because of noise or a bad line,8,
repeat,"একটু জোরে বলেন তো, একদমই শুনতে পাচ্ছি না",repeat,,did not hear because of noise or a bad line,8,
repeat,"লাইনটা খুব ডিস্টার্ব দিচ্ছে, প্লিজ আবার একটু বলবেন?",repeat,,did not hear because of noise or a bad line,8,
repeat,"কি বললেন ভাই? নেট খুব বাজে, কিছুই বুঝলাম না",repeat,,did not hear because of noise or a bad line,8,
repeat,"হুম, কিছু শোনা যাচ্ছে না, আবার বলেন তো",repeat,,did not hear because of noise or a bad line,8,
repeat,"আরে ভাই আওয়াজ পাচ্ছি না, কি যেন বললেন?",repeat,,did not hear because of noise or a bad line,8,
repeat,"একটু ক্লিয়ার করে বলেন তো, নয়েজের জন্য কিছুই বুঝতে পারছি না",repeat,,did not hear because of noise or a bad line,8,
repeat,"আসলে কথাগুলো কেটে কেটে আসছে, আবার একটু বলবেন প্লিজ?",repeat,,did not hear because of noise or a bad line,8,
repeat,"শুনতে পেলাম না আপু, কি বললেন আবার একটু বলেন তো",repeat,,did not hear because of noise or a bad line,8,
repeat,"নেটওয়ার্কের সমস্যার জন্য কথা ক্লিয়ার না, আবার বলবেন কি?",repeat,,did not hear because of noise or a bad line,8,
repeat,"জি, আরেকবার বলবেন?",repeat,,"did not understand, asks to say it again",9,
repeat,"ভাইয়া, ঠিক বুঝতে পারলাম না, আরেকবার বলেন তো।",repeat,,"did not understand, asks to say it again",9,
repeat,কী বললেন? আমি ঠিক শুনিনি।,repeat,,"did not understand, asks to say it again",9,
repeat,"আপু, কথাটা আবার একটু বলবেন কি?",repeat,,"did not understand, asks to say it again",9,
repeat,"সরি, আমি ঠিক শুনতে পাইনি, আবার একটু রিপিট করবেন?",repeat,,"did not understand, asks to say it again",9,
repeat,"উম, মানে ঠিক বুঝলাম না, আরেকবার কি বলা যাবে?",repeat,,"did not understand, asks to say it again",9,
repeat,"আসলে আমি কথাগুলো ঠিকঠাক শুনতে পাইনি, আরেকবার প্লিজ?",repeat,,"did not understand, asks to say it again",9,
repeat,"কী জানি বললেন, আবার একটু বলবেন?",repeat,,"did not understand, asks to say it again",9,
repeat,"হুম, ঠিক ক্লিয়ার না, আরেকবার বলেন তো দেখি।",repeat,,"did not understand, asks to say it again",9,
repeat,"আমি কিচ্ছু বুঝতে পারিনি, আবার একটু বলবেন ভাই?",repeat,,"did not understand, asks to say it again",9,
repeat,"শুনতে প্রবলেম হচ্ছে, কাইন্ডলি আরেকবার বলেন।",repeat,,"did not understand, asks to say it again",9,
repeat,"ঠিক শুনিনি, আবার একটু বলেন তো আপু।",repeat,,"did not understand, asks to say it again",9,
repeat,"জি, আরেকবার বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,"বুঝলাম না ভাই, আবার একটু বলেন তো?",repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,কী বললেন আপু? ঠিক শুনতে পাইনি।,repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,"উম, মানে আবার বলবেন? ক্লিয়ার না।",repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,"একটু আস্তে বলছেন তো, আরেকবার বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,কী যেন বললেন? আরেকবার বলেন তো প্লিজ।,repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,"শুনতে পাইনি, কি বললেন একটু বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,আরেকবার রিপিট করবেন কি ভাইয়া?,repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,"আসলে খেয়াল করিনি, আরেকবার বলেন তো।",repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,কী বললেন ভাই? আরেকবার একটু বলবেন?,repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,"কথাটা ক্লিয়ার না, আবার বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,"হুম, ঠিক বুঝিনি, আরেকবার বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),10,
repeat,"ভাই শুনতে পাইনি, আবার একটু বলবেন?",repeat,,did not hear because of noise or a bad line,11,
repeat,"নয়েজ হচ্ছে তো, কিছু বুঝতে পারলাম না",repeat,,did not hear because of noise or a bad line,11,
repeat,আপু আপনার কথা একদমই বোঝা যাচ্ছে না,repeat,,did not hear because of noise or a bad line,11,
repeat,মানে কি বললেন? লাইনটা খুব খারাপ,repeat,,did not hear because of noise or a bad line,11,
repeat,"হুম বুঝলাম না, আবার বলবেন প্লিজ?",repeat,,did not hear because of noise or a bad line,11,
repeat,"আসলে আওয়াজের জন্য শুনতে পাইনি, আবার একটু বলুন তো",repeat,,did not hear because of noise or a bad line,11,
repeat,"হ্যালো? কথা ক্লিয়ার না, কি বললেন ভাই?",repeat,,did not hear because of noise or a bad line,11,
repeat,কি বললেন আপু? কিছুই তো বুঝতে পারছি না,repeat,,did not hear because of noise or a bad line,11,
repeat,একটু জোরে বলবেন? খুব সমস্যা হচ্ছে শুনতে,repeat,,did not hear because of noise or a bad line,11,
repeat,"লাইনটা খুব ডিস্টার্ব দিচ্ছে, আবার বলুন তো",repeat,,did not hear because of noise or a bad line,11,
repeat,"উম, সরি শুনতে পাইনি, কি বললেন?",repeat,,did not hear because of noise or a bad line,11,
repeat,আরেকবার বলবেন কি? নেটওয়ার্কের সমস্যা মনে হয়,repeat,,did not hear because of noise or a bad line,11,
repeat,"বুঝতে পারলাম না, কি বললেন ভাই?",repeat,,"did not understand, asks to say it again",57,
repeat,"সরি আপু, আরেকবার একটু বলবেন কি?",repeat,,"did not understand, asks to say it again",57,
repeat,"লাইনটা মনে হয় কেটে গিয়েছিল, আবার একটু বলবেন?",repeat,,"did not understand, asks to say it again",57,
repeat,কি বললেন আপু? ঠিকমত শুনতে পাইনি।,repeat,,"did not understand, asks to say it again",57,
repeat,"উম, মানে আমি ঠিক বুঝলাম না, আরেকবার বলবেন?",repeat,,"did not understand, asks to say it again",57,
repeat,"আপনার কথা ক্লিয়ার না, আবার বলবেন প্লিজ?",repeat,,"did not understand, asks to say it again",57,
repeat,"আসলে আমি কিছুই বুঝলাম না, আরেকবার একটু বলেন তো।",repeat,,"did not understand, asks to say it again",57,
repeat,কি বললেন ভাইয়া? আবার একটু বলেন তো।,repeat,,"did not understand, asks to say it again",57,
repeat,"হুম, ঠিক ক্লিয়ার না, আরেকবার একটু রিপিট করেন তো।",repeat,,"did not understand, asks to say it again",57,
repeat,"আমি ঠিক বুঝতে পারিনি, কি বললেন?",repeat,,"did not understand, asks to say it again",57,
repeat,"ভাইয়া, নেটওয়ার্কের সমস্যার জন্য শুনতে পাইনি, আবার বলবেন?",repeat,,"did not understand, asks to say it again",57,
repeat,"কিছুই বুঝলাম না, আরেকবার একটু ক্লিয়ার করে বলেন।",repeat,,"did not understand, asks to say it again",57,
repeat,"কী বললেন ভাই, আবার একটু বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,"বুঝতে পারলাম না, আরেকবার কি বলা যাবে?",repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,"সরি আপু, ঠিক শুনতে পাইনি, আবার বলেন তো?",repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,"উম, কী বললেন ঠিক বুঝলাম না, প্লিজ আবার একটু বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,আরেকবার বলবেন কি? নেটওয়ার্কের কারণে শুনতে পাইনি।,repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,মানে কী বললেন? আরেকবার রিপিট করবেন?,repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,"শুনতে পাইনি ভাইয়া, কাইন্ডলি আরেকবার বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,আরেকবার বলবেন? আমি ঠিক ধরতে পারিনি।,repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,"হুম, কী যেন বললেন? আরেকবার বলুন তো।",repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,"আসলে শুনতে পেলাম না, আবার একটু বলবেন প্লিজ?",repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,"ঠিক বুঝলাম না, ব্যাপারটা আরেকবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,"ভাইয়া, আরেকবার বলবেন? নেট খুব ডিস্টার্ব করছে।",repeat,,asks what the agent said (e.g. কী বললেন?),58,
repeat,ভাই কি বললেন? কিছুই তো শুনলাম না।,repeat,,did not hear because of noise or a bad line,59,
repeat,আপু আপনার কথা একদম শোনা যাচ্ছে না।,repeat,,did not hear because of noise or a bad line,59,
repeat,"সাউন্ড আসছে না ভাইয়া, আবার বলবেন কি?",repeat,,did not hear because of noise or a bad line,59,
repeat,মানে কি বললেন? আওয়াজ খুব ডিস্টার্ব করছে।,repeat,,did not hear because of noise or a bad line,59,
repeat,"কিছুই বুঝতে পারছি না, একটু আবার বলবেন?",repeat,,did not hear because of noise or a bad line,59,
repeat,"উম, কি বললেন আপু? কথাগুলো কেটে কেটে আসছে।",repeat,,did not hear because of noise or a bad line,59,
repeat,একটু জোরে বলবেন কি? নেটওয়ার্কের সমস্যা মনে হয়।,repeat,,did not hear because of noise or a bad line,59,
repeat,"আসলে বাইরের নয়েজ বেশি, আবার একটু বলবেন?",repeat,,did not hear because of noise or a bad line,59,
repeat,"হুম, কি বললেন যেন? লাইনটা বোধহয় ডিস্টার্ব দিচ্ছে।",repeat,,did not hear because of noise or a bad line,59,
repeat,"কথা পরিষ্কার শোনা যাচ্ছে না, কষ্ট করে আবার বলবেন?",repeat,,did not hear because of noise or a bad line,59,
repeat,"আপনার কথা শোনা যাচ্ছে না ভাই, আবার বলেন তো।",repeat,,did not hear because of noise or a bad line,59,
repeat,"কি বললেন আপু? কিছুই তো বুঝলাম না, আবার একটু বলেন।",repeat,,did not hear because of noise or a bad line,59,
repeat,"ভাইয়া, আমি ঠিক বুঝতে পারিনি, আবার বলবেন?",repeat,,"did not understand, asks to say it again",60,
repeat,"সরি আপু, আরেকবার একটু কষ্ট করে বলবেন কি?",repeat,,"did not understand, asks to say it again",60,
repeat,কি বললেন ভাইয়া? আমি ঠিক শুনতে পেলাম না।,repeat,,"did not understand, asks to say it again",60,
repeat,"হুম, কথাটা আরেকবার বললে ভালো হতো।",repeat,,"did not understand, asks to say it again",60,
repeat,"মানে, আমি আসলে কিছু শুনিনি, আবার বলবেন প্লিজ?",repeat,,"did not understand, asks to say it again",60,
repeat,একটু কি আবার রিপিট করবেন? আমি বুঝতে পারিনি।,repeat,,"did not understand, asks to say it again",60,
repeat,কি বললেন ভাই? নেটওয়ার্কের কারণে ঠিক শুনলাম না।,repeat,,"did not understand, asks to say it again",60,
repeat,"উম, মানে আবার বলবেন কি অর্ডারটার কথা?",repeat,,"did not understand, asks to say it again",60,
repeat,কিছু বললেন কি? আমি ঠিক ধরতে পারিনি।,repeat,,"did not understand, asks to say it again",60,
repeat,"সরি, আরেকটু ক্লিয়ার করে বলবেন? শুনতে পাইনি।",repeat,,"did not understand, asks to say it again",60,
repeat,"ঠিক বুঝতে পারলাম না আপু, কি বললেন?",repeat,,"did not understand, asks to say it again",60,
repeat,আরেকবার বলবেন কি? আমার এখানে একটু সমস্যা হচ্ছে।,repeat,,"did not understand, asks to say it again",60,
repeat,"সরি আপু, আমি ঠিক বুঝতে পারিনি, আরেকবার বলেন তো?",repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,"উম, মানে কী বললেন ঠিক বুঝলাম না, আরেকবার বলা যাবে?",repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,"আসলে আপনার কথাগুলো ক্লিয়ার ছিল না, আবার একটু বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,"জি, আবার একটু বলেন তো, বুঝতে পারলাম না",repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,"কী জানি বললেন, ঠিক ক্লিয়ার না, আবার বলবেন প্লিজ?",repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,"শুনতে পাইনি ভাই, আবার একটু রিপিট করবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,কী বললেন? আরেকবার বললে ভালো হতো,repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,"নেটওয়ার্কের জন্য বুঝতে পারিনি, আবার বলেন তো?",repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,"সরি, আরেকবার বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,কী বললেন ভাই? আরেকটু ক্লিয়ার করে বলবেন কি?,repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,"বুঝতে পারছি না, আবার একটু বলেন তো দেখি",repeat,,asks what the agent said (e.g. কী বললেন?),61,
repeat,"ভাই শুনতে পেলাম না, আরেকবার কি বলবেন?",repeat,,did not hear because of noise or a bad line,62,
repeat,"নয়েজ হচ্ছে তো, কিছু বুঝতে পারিনি, আবার বলুন",repeat,,did not hear because of noise or a bad line,62,
repeat,"আপু আপনার কথা একদমই ক্লিয়ার না, আরেকবার বলেন তো",repeat,,did not hear because of noise or a bad line,62,
repeat,"শুনতে পাইনি, কি যেন বললেন?",repeat,,did not hear because of noise or a bad line,62,
repeat,"লাইনটা মনে হয় কেটে গেছিল, আবার বলবেন প্লিজ?",repeat,,did not hear because of noise or a bad line,62,
repeat,"উম, মানে নেটওয়ার্কের সমস্যার জন্য ঠিক বুঝলাম না, আবার একটু বলবেন?",repeat,,did not hear because of noise or a bad line,62,
repeat,"আপনার কথা কিচ্ছু শোনা যাচ্ছে না, আবার বলেন তো",repeat,,did not hear because of noise or a bad line,62,
repeat,আরেকবার কি বলবেন? নয়েজের জন্য একদমই ক্লিয়ার না,repeat,,did not hear because of noise or a bad line,62,
repeat,"ভাইয়া সরি, ঠিকমতো শোনা যায়নি, আরেকবার বলবেন?",repeat,,did not hear because of noise or a bad line,62,
repeat,"হুম, কিছু বললেন কি? আমি ঠিক বুঝিনি",repeat,,did not hear because of noise or a bad line,62,
repeat,"সাউন্ড খুব কম ছিল, একটু জোরে আবার বলবেন?",repeat,,did not hear because of noise or a bad line,62,
repeat,কি বললেন আপু? নয়েজের কারণে কিছুই বুঝলাম না,repeat,,did not hear because of noise or a bad line,62,
repeat,"ভাইয়া, আরেকবার বলবেন কি?",repeat,,"did not understand, asks to say it again",63,
repeat,"সরি আপু, ঠিক বুঝতে পারিনি, আবার বলবেন?",repeat,,"did not understand, asks to say it again",63,
repeat,"উম, মানে আমি ঠিক শুনিনি, আবার একটু বলবেন প্লিজ?",repeat,,"did not understand, asks to say it again",63,
repeat,"কি বললেন ভাই, ঠিক বুঝলাম না তো?",repeat,,"did not understand, asks to say it again",63,
repeat,আরেকবার একটু বলবেন? মানে আমি ভালোমতো শুনিনি।,repeat,,"did not understand, asks to say it again",63,
repeat,"বুঝতে পারছি না, আরেকবার বলা যাবে?",repeat,,"did not understand, asks to say it again",63,
repeat,কি বললেন? একটু ক্লিয়ারলি বলবেন?,repeat,,"did not understand, asks to say it again",63,
repeat,"আসলে আমি ঠিক শুনতে পাইনি, আবার একটু বলেন তো?",repeat,,"did not understand, asks to say it again",63,
repeat,"হুম, কথাটা আরেকবার বলবেন?",repeat,,"did not understand, asks to say it again",63,
repeat,"সরি ভাই, আমি আবার একটু শুনতে চাচ্ছি।",repeat,,"did not understand, asks to say it again",63,
repeat,"বুঝলাম না, আবার বলবেন প্লিজ?",repeat,,"did not understand, asks to say it again",63,
repeat,"আরেকবার রিপিট করেন তো, ঠিক বুঝতে পারিনি।",repeat,,"did not understand, asks to say it again",63,
repeat,"কী বললেন ভাই, ঠিকমতো বুঝতে পারিনি।",repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,"সরি আপু, আমি কিছু শুনতে পাইনি, আবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,কী বললেন? কথাটা আবার একটু বলবেন কি?,repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,"উম, মানে আমি ঠিক বুঝলাম না, আরেকবার কি বলা যাবে?",repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,"জি, আরেকবার বলবেন কি বলেছেন?",repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,"ভাইয়া, আপনার কথা শুনতে পাইনি, কাইন্ডলি আবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,"আসলে আমি ঠিক বুঝতে পারলাম না, আবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,কী বললেন? আরেকবার রিপিট করবেন প্লিজ?,repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,"শুনতে পাইনি আপু, আবার একটু বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,কী বললেন ভাই? আরেকবার একটু বলবেন কি?,repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,"সরি, কথাটা ক্লিয়ার না, আরেকবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,"জি, কি যেন বললেন? আমি ঠিক বুঝিনি।",repeat,,asks what the agent said (e.g. কী বললেন?),64,
repeat,"ভাই শুনতে পেলাম না, কি বললেন যেন?",repeat,,did not hear because of noise or a bad line,65,
repeat,"নয়েজ হচ্ছে তো, আবার একটু বলবেন কি?",repeat,,did not hear because of noise or a bad line,65,
repeat,"কথা ঠিকমতো শোনা যাচ্ছে না ভাই, আরেকবার বলবেন?",repeat,,did not hear because of noise or a bad line,65,
repeat,"আচ্ছা আপু, ঠিক বুঝতে পারলাম না, আরেকবার কি বলা যায়?",repeat,,did not hear because of noise or a bad line,65,
repeat,"লাইনটা মনে হয় একটু সমস্যা করছে, কি বললেন আবার বলেন তো?",repeat,,did not hear because of noise or a bad line,65,
repeat,"উম, ঠিক শোনা যায়নি, কি বললেন?",repeat,,did not hear because of noise or a bad line,65,
repeat,একটু জোরে বলবেন? কি বললেন বুঝতে পারছি না,repeat,,did not hear because of noise or a bad line,65,
repeat,"সাউন্ড আসছে না ভাই, কথাগুলো আবার একটু রিপিট করবেন?",repeat,,did not hear because of noise or a bad line,65,
repeat,"অনেক নয়েজ তো, আবার একটু ক্লিয়ার করে বলবেন?",repeat,,did not hear because of noise or a bad line,65,
repeat,"জি, বুঝতে পারলাম না, কি বললেন যেন?",repeat,,did not hear because of noise or a bad line,65,
repeat,"আসলে কথাগুলো কেটে কেটে আসছে, আবার একটু বলবেন?",repeat,,did not hear because of noise or a bad line,65,
repeat,"দুঃখিত, ঠিক শুনতে পাইনি, আরেকবার প্লিজ?",repeat,,did not hear because of noise or a bad line,65,
repeat,"ভাইয়া, ঠিকমতো শুনতে পাইনি, আরেকবার বলবেন?",repeat,,"did not understand, asks to say it again",66,
repeat,মানে কি যেন বললেন? আরেকবার একটু রিপিট করেন তো।,repeat,,"did not understand, asks to say it again",66,
repeat,"আপু বুঝতে পারিনি, আরেকটু ক্লিয়ার করে বলবেন?",repeat,,"did not understand, asks to say it again",66,
repeat,"উম, ঠিক বুঝলাম না, কথাটা কি আবার একটু বলবেন?",repeat,,"did not understand, asks to say it again",66,
repeat,"আসলে খেয়াল করিনি, অর্ডারটা কি যেন বললেন?",repeat,,"did not understand, asks to say it again",66,
repeat,কি বললেন ভাই? নেটওয়ার্কের জন্য শুনতে পেলাম না।,repeat,,"did not understand, asks to say it again",66,
repeat,আরেকবার বলবেন? কথাটা ঠিক ক্লিয়ার না।,repeat,,"did not understand, asks to say it again",66,
repeat,"হুম, কিছু বললেন? আমি ঠিক বুঝিনি আবার বলবেন?",repeat,,"did not understand, asks to say it again",66,
repeat,"সরি, আরেকবার বলবেন কি বলেছেন?",repeat,,"did not understand, asks to say it again",66,
repeat,একটু আস্তে বলবেন? আমি ঠিক ধরতে পারিনি।,repeat,,"did not understand, asks to say it again",66,
repeat,"আরেকবার একটু বলবেন আপু, ক্লিয়ার শোনা যাচ্ছে না।",repeat,,"did not understand, asks to say it again",66,
repeat,কি যেন বললেন? আবার বললে ভালো হতো।,repeat,,"did not understand, asks to say it again",66,
repeat,"কী বললেন ভাই, আরেকবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"বুঝতে পারিনি, কি যেন বললেন?",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"সরি আপু, ঠিক শোনা যায়নি, আবার বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"আরেকবার বলবেন প্লিজ, আমি শুনিনি",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"কী বললেন, আবার বলেন তো?",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"উম, মানে ঠিক বোঝা গেল না, আরেকবার কি বলা যাবে?",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"শুনতে পাইনি ভাই, আবার একটু বলেন তো",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"একটু ক্লিয়ারলি বলবেন, বুঝতে পারিনি",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"আরেকবার রিপিট করবেন কি, আমি মিস করে গেছি",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"কী যেন বললেন, একটু আবার বলেন তো দেখি",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"আসলে কথাগুলো ঠিকমতো শুনিনি, আবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"বুঝতে পারছি না, কি বললেন যেন?",repeat,,asks what the agent said (e.g. কী বললেন?),67,
repeat,"ভাই আপনার কথা ঠিকমতো শোনা যাচ্ছে না, একটু আবার বলবেন কি?",repeat,,did not hear because of noise or a bad line,68,
repeat,"নয়েজ আসছে, বুঝতে পারছি না, কাইন্ডলি আরেকবার রিপিট করবেন?",repeat,,did not hear because of noise or a bad line,68,
repeat,"লাইনটা খুব ডিস্টার্ব করছে, কি বললেন আবার একটু বলবেন?",repeat,,did not hear because of noise or a bad line,68,
repeat,"শুনতে পেলাম না ভাই, আরেকবার বলেন তো?",repeat,,did not hear because of noise or a bad line,68,
repeat,"মানে কি বললেন ঠিক বুঝলাম না, আরেকবার কষ্ট করে বলবেন?",repeat,,did not hear because of noise or a bad line,68,
repeat,"আপু আপনার কথাগুলো কেটে কেটে আসছে, একটু ক্লিয়ার করে বলবেন?",repeat,,did not hear because of noise or a bad line,68,
repeat,"হুম শুনতে পাইনি, প্লিজ আবার বলেন তো অর্ডারটার ব্যাপারে?",repeat,,did not hear because of noise or a bad line,68,
repeat,"নয়েজের জন্য বুঝতে পারলাম না, আরেকবার একটু বলবেন কি?",repeat,,did not hear because of noise or a bad line,68,
repeat,একটু জোরে বলবেন? মানে কথাগুলো খুব অস্পষ্ট লাগছে তো।,repeat,,did not hear because of noise or a bad line,68,
repeat,"আসলে নেটওয়ার্কের প্রবলেম, কি বললেন আরেকবার বলবেন?",repeat,,did not hear because of noise or a bad line,68,
repeat,"বুঝতে পারলাম না, আরেকবার একটু কাইন্ডলি বলবেন ভাই?",repeat,,did not hear because of noise or a bad line,68,
repeat,আরেকবার বলবেন কি? ঠিকঠাক শুনতে পাচ্ছি না আসলে।,repeat,,did not hear because of noise or a bad line,68,
repeat,"ভাই সরি, আমি ঠিক বুঝতে পারিনি, আরেকবার বলবেন কি?",repeat,,"did not understand, asks to say it again",69,
repeat,"উম, মানে কি বললেন যেন? আরেকবার একটু রিপিট করেন তো।",repeat,,"did not understand, asks to say it again",69,
repeat,"আমি কথাগুলো ঠিক শুনতে পাইনি, আপু আবার একটু বলবেন?",repeat,,"did not understand, asks to say it again",69,
repeat,"আসলে খেয়াল করিনি, কী যেন বললেন আবার একটু বলবেন?",repeat,,"did not understand, asks to say it again",69,
repeat,"সরি ভাই, নেটওয়ার্কের কারণে ঠিকমতো শুনতে পাইনি, আরেকবার বলুন।",repeat,,"did not understand, asks to say it again",69,
repeat,"বুঝলাম না, কী বললেন? একটু ক্লিয়ার করে বলবেন কি?",repeat,,"did not understand, asks to say it again",69,
repeat,"হুম, কী বললেন আপু? আরেকবার একটু বলেন তো।",repeat,,"did not understand, asks to say it again",69,
repeat,"আরে ভাই শুনতে পেলাম না, আরেকবার কি বলা যাবে?",repeat,,"did not understand, asks to say it again",69,
repeat,"সরি, ঠিক বুঝতে পারিনি, আবার বললে ভালো হতো।",repeat,,"did not understand, asks to say it again",69,
repeat,"উম, মানে ঠিক ক্লিয়ার না, আরেকবার একটু বলবেন?",repeat,,"did not understand, asks to say it again",69,
repeat,"একটু আস্তে বললেন, আবার একটু বলবেন কি?",repeat,,"did not understand, asks to say it again",69,
repeat,"আমি কিচ্ছু শুনতে পাইনি, দয়া করে আরেকবার বলবেন?",repeat,,"did not understand, asks to say it again",69,
repeat,"জি, কি যেন বললেন ভাই? ঠিক বুঝলাম না।",repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,"সরি আপু, আমি ঠিক শুনতে পেলাম না, আরেকবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,কি বললেন? নেটওয়ার্কের কারণে কিছুই বুঝলাম না।,repeat,,asks what the agent said (e.g. কী বললেন?),70,
